"likes","page_name","video_length","total_interactions","post_views"
187,"DW Euromaxx","00:00:40","354",2655
186,"RTP","00:00:40","39",1178
186,"DW Culture","00:00:33","557",9798
185,"DW Music","00:00:45","297",6481
184,"DW Euromaxx (Deutsch)","00:00:40","343",32639
184,"DW Bundesliga Kick off","00:00:28","292",1938
184,"DW Music","00:00:45","296",6459
184,"DW Bundesliga Kick off","00:00:28","292",1931
183,"DW Music","00:00:18","108",1186
183,"DW Music","00:00:18","108",1188
183,"DW Music","00:00:45","295",6438
182,"DW Reise","00:00:27","262",7684
182,"DW Română","00:00:38","90",6100
182,"RTP","00:00:20","34",1137
182,"RTP","00:00:29","32",1511
182,"DW Music","00:00:20","86",4153
182,"DW Euromaxx (Deutsch)","00:00:41","37",1273
182,"DW Euromaxx (Deutsch)","00:00:45","264",12588
182,"Noizz Food","00:00:48","54",16409
182,"DW Euromaxx (Deutsch)","00:00:28","42",1229
182,"FRANCE 24 English","00:00:45","40",604
182,"RTP","00:00:31","33",1281
182,"RTP Play","00:00:42","73",1878
179,"DW Music","00:00:45","291",6381
179,"DW Music","00:00:45","291",6372
179,"DW Culture","00:00:26","409",4644
179,"DW Culture","00:00:43","236",8306
178,"DW Music","00:00:45","290",6340
178,"DW Music","00:00:45","290",6356
176,"FRANCE 24","00:00:35","208",6110
176,"DW Culture","00:00:43","233",7779
175,"RTP","00:00:24","37",1628
175,"Noizz Food","00:00:45","28",6366
175,"RTP","00:00:20","28",1282
175,"RTP","00:00:44","46",893
175,"RTP","00:00:34","28",1024
175,"DW Reise","00:00:50","53",672
175,"RTP","00:00:22","32",683
175,"RTP","00:00:23","36",980
174,"FRANCE 24","00:00:23","286",9891
174,"DW Travel","00:00:29","284",2578
173,"DW Euromaxx","00:00:29","245",5882
172,"DW Travel","00:00:19","416",6606
172,"DW Reise","00:00:10","65",547
172,"FRANCE 24","00:00:35","203",5768
171,"DW Culture","00:00:28","332",3553
171,"DW Culture","00:00:28","332",3577
171,"DW Euromaxx","00:00:26","373",9216
171,"DW Euromaxx","00:00:43","266",10266
171,"DW Culture","00:00:28","333",3585
171,"DW Culture","00:00:28","332",3565
171,"DW Euromaxx","00:00:26","372",9196
171,"DW Culture","00:00:28","332",3580
170,"DW Culture","00:00:28","331",3543
170,"DW Euromaxx (Deutsch)","00:00:19","133",1337
170,"DW Culture","00:00:28","331",3523
170,"DW Euromaxx (Deutsch)","00:00:47","237",11165
170,"DW Euromaxx","00:00:26","369",9156
168,"DW Polski","00:00:25","159",3943
168,"FRANCE 24","00:00:35","199",5615
168,"RTP","00:00:24","33",719
168,"RTP","00:00:18","45",1077
168,"RTP","00:00:44","37",806
168,"DW Euromaxx","00:00:26","367",9056
168,"RTP","00:00:24","29",920
167,"DW Euromaxx","00:00:43","260",10011
163,"DW Euromaxx","00:00:26","360",8807
162,"Onet Sport","00:00:34","57",2500
162,"RTP Play","00:00:27","315",3347
162,"DW Euromaxx (Deutsch)","00:00:40","295",10429
161,"DW Reise","00:00:24","41",678
161,"DW Euromaxx (Deutsch)","00:00:37","57",34246
161,"RTP Play","00:00:27","312",3294
161,"DW Music","00:00:27","31",437
161,"RTP","00:00:44","27",1081
161,"DW Euromaxx","00:00:43","254",9717
161,"DW Travel","00:00:45","77",817
161,"RTP","00:00:25","47",686
161,"RTP","00:00:37","33",755
161,"RTP Play","00:00:27","312",3282
161,"Noizz Food","00:00:49","37",6689
161,"RTP Play","00:00:27","313",3301
160,"DW Euromaxx (Deutsch)","00:00:47","217",9622
160,"RTP Play","00:00:27","311",3203
159,"RTP","00:00:32","61",1589
159,"DW Euromaxx (Deutsch)","00:00:27","287",4717
158,"DW Travel","00:00:14","227",2142
157,"DW Euromaxx","00:00:27","212",10169
156,"DW Culture","00:00:43","210",7201
154,"Noizz Food","00:00:49","37",7078
154,"RTP","00:00:29","26",1205
154,"RTP","00:00:38","42",680
154,"DW Music","00:00:12","43",2153
154,"DW Euromaxx","00:00:26","348",8361
154,"Noizz Food","00:00:42","25",7013
154,"RTP","00:00:27","29",528
154,"RTP","00:00:20","37",1201
154,"RTP","00:00:31","29",917
154,"DW Reise","00:00:11","36",576
154,"DW Euromaxx (Deutsch)","00:00:48","37",1362
154,"RTP","00:00:49","33",720
154,"DW Music","00:00:27","37",679
152,"DW Euromaxx","00:00:41","265",1813
152,"RTP","00:00:10","47",1346
150,"RFI","00:00:48","110",1773
150,"DW Travel","00:00:39","75",665
150,"FRANCE 24","00:00:35","179",4574
150,"DW Euromaxx (Deutsch)","00:00:42","38",877
150,"RTP","00:00:33","59",1859
147,"RTP","00:00:19","22",564
147,"RTP","00:00:19","35",1239
147,"Noizz Food","00:00:48","27",3289
147,"RTP","00:00:26","24",1176
147,"Noizz Food","00:00:37","37",5647
147,"DW Deutsch","00:00:48","40",1303
147,"DW Română","00:00:43","22",950
145,"Onet Wiadomości","00:00:43","85",2101
145,"DW Reise","00:00:14","198",1868
144,"DW Music","00:00:25","28",496
144,"RTP","00:00:33","41",1899
144,"DW Euromaxx","00:00:49","244",2456
144,"DW Euromaxx","00:00:30","204",22886
144,"DW Reise","00:00:09","204",2566
143,"DW Euromaxx","00:00:32","281",1760
143,"DW Business","00:00:46","241",2580
141,"DW Euromaxx","00:00:43","224",8664
141,"DW Euromaxx","00:00:32","278",1724
141,"DW Music","00:00:36","284",10206
141,"DW Music","00:00:36","287",10293
141,"DW Euromaxx","00:00:32","278",1730
141,"DW Music","00:00:36","284",10182
141,"DW Music","00:00:36","285",10272
141,"DW Music","00:00:36","284",10100
141,"DW Music","00:00:36","287",10279
140,"Noizz Food","00:00:45","42",16288
140,"DW Music","00:00:36","283",10003
140,"RTP","00:00:15","23",581
140,"DW Euromaxx","00:00:26","328",7545
140,"RTP","00:00:17","25",1674
140,"RTP","00:00:34","26",1209
140,"Noizz Food","00:00:35","35",4761
140,"DW Euromaxx (Deutsch)","00:00:11","135",697
140,"DW Euromaxx (Deutsch)","00:00:38","26",1336
140,"Noizz Food","00:00:45","35",9403
139,"RTP","00:00:47","186",2355
139,"DW Reise","00:00:10","224",1776
139,"DW Euromaxx","00:00:30","196",17726
138,"DW Euromaxx (Deutsch)","00:00:36","59",23628
137,"DW News","00:00:37","183",3649
136,"FRANCE 24 English","00:00:48","112",2386
136,"DW Reise","00:00:43","121",721
136,"DW Reise","00:00:43","121",716
135,"RTP","00:00:22","64",1034
133,"DW Travel","00:00:07","210",2866
133,"Noizz Food","00:00:50","27",2360
133,"RTP","00:00:48","25",807
133,"RTP","00:00:22","27",1452
133,"DW Euromaxx","00:00:30","186",13319
133,"RTP Play","00:00:28","25",396
133,"DW Română","00:00:36","24",974
133,"RTP","00:00:41","55",835
133,"DW Reise","00:00:07","193",1051
133,"Noizz Food","00:00:49","26",4316
133,"G4 Media","00:00:19","52",2567
133,"RTP","00:00:27","21",719
133,"RTP","00:00:39","24",1121
133,"RTP","00:00:24","21",589
132,"DW Culture","00:00:26","219",1522
132,"DW Reise","00:00:10","66",550
131,"DW Culture","00:00:26","218",1455
131,"DW Culture","00:00:26","218",1446
130,"DW Euromaxx (Deutsch)","00:00:41","114",993
130,"DW Euromaxx (Deutsch)","00:00:41","116",997
129,"DW Euromaxx","00:00:33","210",3435
129,"DW Euromaxx","00:00:33","209",3420
128,"DW Română","00:00:15","41",1772
128,"DW Travel","00:00:07","93",907
128,"DW Travel","00:00:20","209",1162
128,"DW Travel","00:00:20","209",1172
128,"DW Travel","00:00:20","207",1155
128,"DW Euromaxx","00:00:33","207",3333
128,"DW Euromaxx","00:00:33","208",3395
127,"DW Euromaxx","00:00:33","204",3245
127,"DW Culture","00:00:28","192",2348
127,"DW Travel","00:00:20","205",1143
126,"RTP","00:00:22","36",636
126,"DW Culture","00:00:28","191",2318
126,"Noizz Food","00:00:47","27",5878
126,"RTP","00:00:46","23",1151
126,"Noizz Food","00:00:35","27",9320
126,"DW Culture","00:00:28","189",2260
126,"Noizz Food","00:00:41","30",6289
126,"DW Euromaxx (Deutsch)","00:00:36","151",15019
126,"DW Euromaxx (Deutsch)","00:00:36","151",15320
126,"DW Reise","00:00:24","27",208
126,"DW Culture","00:00:28","188",2239
126,"DW Culture","00:00:28","188",2214
126,"RTP","00:00:34","28",438
126,"RTP","00:00:39","29",963
126,"DW Română","00:00:40","22",438
126,"Noizz Food","00:00:37","44",5612
126,"DW Culture","00:00:50","173",6176
126,"DW Culture","00:00:28","190",2308
125,"Noizz Food","00:00:44","43",7030
125,"DW Culture","00:00:50","172",6195
125,"DW Culture","00:00:50","172",6183
125,"DW Business","00:00:42","37",914
125,"DW Culture","00:00:50","172",6189
124,"DW Travel","00:00:20","196",1093
124,"DW Travel","00:00:05","213",1784
124,"DW Travel","00:00:29","182",900
123,"DW Culture","00:00:26","206",1237
123,"DW Euromaxx (Deutsch)","00:00:36","148",14582
122,"DW Culture","00:00:28","184",2119
122,"DW Reise","00:00:29","192",3458
122,"DW Travel","00:00:10","87",723
122,"DW Reise","00:00:29","192",3456
122,"DW Travel","00:00:11","187",1959
122,"DW Reise","00:00:29","192",3464
121,"DW Euromaxx","00:00:33","194",3082
121,"DW Euromaxx (Deutsch)","00:00:36","146",14142
121,"DW Euromaxx","00:00:43","202",7496
121,"DW Reise","00:00:11","195",2314
120,"DW Reise","00:00:20","177",1279
120,"DW Travel","00:00:06","140",1947
120,"DW Reise","00:00:24","36",279
120,"DW Reise","00:00:29","189",3435
120,"DW Reise","00:00:20","177",1289
120,"DW Reise","00:00:29","189",3440
120,"RTP","00:00:42","22",473
120,"DW Reise","00:00:20","177",1282
119,"RTP","00:00:10","26",943
119,"Noizz Food","00:00:46","24",5220
119,"Noizz Food","00:00:37","28",5407
119,"Noizz Food","00:00:41","24",4547
119,"DW Română","00:00:50","21",363
119,"DW Euromaxx (Deutsch)","00:00:35","23",5050
119,"RTP","00:00:21","20",1301
119,"DW Euromaxx (Deutsch)","00:00:25","23",1151
119,"RTP","00:00:31","27",895
119,"DW Business","00:00:40","23",484
118,"DW Travel","00:00:20","187",1015
118,"DW Travel","00:00:06","192",1031
118,"DW Reise","00:00:20","173",1243
118,"DW Reise","00:00:13","194",1175
117,"DW Euromaxx","00:00:36","195",4385
117,"DW Euromaxx","00:00:28","155",3881
117,"DW Euromaxx","00:00:28","155",3874
116,"RTP","00:00:42","87",1861
116,"DW Euromaxx (Deutsch)","00:00:47","153",6096
116,"DW Euromaxx","00:00:28","154",3778
116,"DW Euromaxx","00:00:36","194",4273
116,"DW Euromaxx","00:00:28","154",3860
116,"DW Culture","00:00:19","190",2058
116,"DW Euromaxx","00:00:28","154",3834
115,"DW Euromaxx","00:00:28","153",3735
115,"DW Euromaxx","00:00:36","192",4186
115,"DW Culture","00:00:19","188",2032
115,"DW Culture","00:00:26","195",1112
115,"DW Culture","00:00:19","189",2041
115,"DW Euromaxx","00:00:36","192",4146
114,"DW Travel","00:00:20","177",945
114,"DW Deutsch","00:00:25","54",1214
114,"DW Reise","00:00:20","166",1201
114,"DW Music","00:00:48","25",1525
114,"DW Euromaxx","00:00:36","191",4113
114,"DW Euromaxx","00:00:36","191",4099
114,"DW Euromaxx","00:00:36","191",4071
114,"DW Music","00:00:25","96",1339
114,"DW Culture","00:00:19","187",1992
113,"RTP Play","00:00:27","398",5514
113,"DW Culture","00:00:43","182",2361
113,"DW Euromaxx","00:00:36","173",9076
113,"DW Culture","00:00:19","187",1964
113,"DW Culture","00:00:43","183",2376
113,"DW Culture","00:00:43","184",2406
113,"DW Culture","00:00:19","187",1980
113,"DW Culture","00:00:19","187",1916
112,"Onet Sport","00:00:15","24",1234
112,"Noizz Food","00:00:48","25",2783
112,"Noizz Food","00:00:48","28",2912
112,"Noizz Food","00:00:45","22",7678
112,"RTP","00:00:37","22",812
112,"DW Euromaxx (Deutsch)","00:00:40","54",2063
112,"Noizz Food","00:00:46","32",10442
112,"Noizz Food","00:00:37","25",6165
112,"Noizz Food","00:00:47","17",4202
112,"RTP","00:00:27","22",741
112,"Noizz Food","00:00:30","21",3465
112,"DW Travel","00:00:05","191",1558
112,"DW Music","00:00:50","25",689
112,"RTP","00:00:41","28",530
112,"Noizz Food","00:00:48","27",8377
111,"DW Euromaxx","00:00:34","157",16996
111,"DW Euromaxx","00:00:28","149",3647
111,"DW Euromaxx","00:00:33","178",2880
111,"DW Euromaxx","00:00:34","158",17015
110,"DW Euromaxx","00:00:28","144",3908
110,"DW Travel","00:00:04","177",735
110,"DW Music","00:00:26","117",999
110,"DW Euromaxx (Deutsch)","00:00:36","131",13132
110,"DW Euromaxx","00:00:34","156",16980
110,"DW Euromaxx","00:00:28","144",3877
110,"DW Music","00:00:26","117",1005
110,"DW Euromaxx","00:00:34","155",16944
109,"DW Euromaxx","00:00:11","141",2795
108,"DW Culture","00:00:43","176",2276
108,"DW Reise","00:00:06","153",2495
108,"DW Euromaxx","00:00:28","142",3819
108,"DW Reise","00:00:07","50",563
108,"DW Euromaxx","00:00:34","152",16904
107,"DW Culture","00:00:33","206",1780
107,"DW Euromaxx","00:00:34","151",16873
107,"DW Culture","00:00:43","173",2166
107,"DW Reise","00:00:40","180",1131
106,"DW Euromaxx (Deutsch)","00:00:40","200",2656
106,"DW Euromaxx","00:00:34","150",16824
106,"DW Culture","00:00:33","199",1711
106,"RTP","00:00:33","70",1244
105,"Noizz Food","00:00:50","20",3677
105,"RTP","00:00:30","18",746
105,"Onet Sport","00:00:46","16",1226
105,"Noizz Food","00:00:49","30",7252
105,"RTP","00:00:34","21",782
105,"DW Reise","00:00:40","177",1111
105,"DW Română","00:00:23","19",2772
105,"DW Culture","00:00:33","197",1689
105,"Noizz Food","00:00:46","19",5068
105,"RTP","00:00:39","15",586
105,"RTP","00:00:27","18",429
105,"DW Polski","00:00:50","60",582
105,"DW Deutsch","00:00:45","38",2390
105,"DW Business","00:00:14","28",651
105,"Noizz Food","00:00:39","18",5657
105,"DW Reise","00:00:40","177",1116
105,"RTP","00:00:20","16",818
104,"RTP","00:00:28","36",1279
104,"DW Reise","00:00:39","64",493
104,"RTP","00:00:42","67",1573
104,"DW Reise","00:00:39","64",492
104,"DW Euromaxx","00:00:30","146",5931
102,"RTP","00:00:25","25",580
102,"DW Euromaxx (Deutsch)","00:00:43","53",981
102,"DW Business","00:00:41","79",1129
102,"RTP","00:00:41","61",1684
102,"DW Culture","00:00:43","162",2037
101,"DW Bundesliga Kick off","00:00:21","152",1443
101,"DW Euromaxx (Deutsch)","00:00:42","138",43582
101,"DW Travel","00:00:10","156",1442
100,"DW Bundesliga Kick off","00:00:21","151",1421
100,"DW Bundesliga Kick off","00:00:21","151",1418
100,"DW Travel","00:00:14","139",1465
100,"DW Travel","00:00:39","75",657
100,"RTP","00:00:32","69",1577
100,"DW Reise","00:00:40","166",1036
100,"DW Travel","00:00:14","139",1485
100,"DW Travel","00:00:14","139",1456
100,"RTP","00:00:32","69",1578
100,"DW Bundesliga Kick off","00:00:21","151",1408
100,"DW Bundesliga Kick off","00:00:21","151",1424
100,"DW Travel","00:00:29","156",1107
100,"DW Music","00:00:25","296",2341
99,"DW Music","00:00:25","294",2323
99,"DW Music","00:00:25","293",2312
99,"DW Culture","00:00:33","186",1549
99,"DW Culture","00:00:33","187",1595
99,"DW Euromaxx (Deutsch)","00:00:43","183",21228
98,"Noizz Food","00:00:44","21",4298
98,"DW Euromaxx","00:00:12","215",4145
98,"DW Music","00:00:25","290",2224
98,"Noizz Food","00:00:45","23",10043
98,"RTP","00:00:25","16",561
98,"Noizz Food","00:00:46","24",4769
98,"RTP","00:00:41","21",713
98,"Noizz Food","00:00:49","22",4916
98,"DW Euromaxx","00:00:34","149",2845
98,"DW Polski","00:00:39","35",659
98,"DW Euromaxx (Deutsch)","00:00:45","156",4409
98,"DW Euromaxx (Deutsch)","00:00:32","77",1056
98,"Onet Sport","00:00:33","16",1552
98,"Noizz Food","00:00:30","23",3223
98,"RTP","00:00:24","16",936
98,"DW Euromaxx (Deutsch)","00:00:43","182",20719
98,"RTP","00:00:33","22",653
98,"Noizz Food","00:00:35","20",2741
97,"DW Euromaxx","00:00:43","168",5968
97,"DW Music","00:00:29","211",1538
97,"DW Euromaxx (Deutsch)","00:00:43","178",20466
96,"DW Music","00:00:29","209",1520
96,"DW Music","00:00:29","209",1509
96,"DW Euromaxx","00:00:29","169",2857
96,"DW Culture","00:00:43","150",1816
96,"DW Euromaxx","00:00:29","169",2833
96,"DW Music","00:00:25","285",2147
96,"DW Reise","00:00:10","143",694
96,"RTP","00:00:42","25",837
96,"DW Music","00:00:29","209",1505
96,"DW Reise","00:00:30","142",1414
96,"DW Music","00:00:29","209",1510
95,"DW Culture","00:00:44","150",1585
94,"DW Euromaxx","00:00:28","119",3253
94,"DW Travel","00:00:49","174",1021
94,"DW Culture","00:00:33","180",1436
94,"DW Travel","00:00:18","128",1214
94,"DW Culture","00:00:44","149",1543
93,"DW Culture","00:00:44","147",1530
93,"DW Culture","00:00:26","166",818
93,"DW Euromaxx","00:00:29","166",2798
93,"DW Music","00:00:25","281",2062
93,"DW Music","00:00:41","142",2247
93,"DW Euromaxx","00:00:29","155",2134
93,"DW Music","00:00:41","144",2313
93,"DW Travel","00:00:34","127",1594
93,"DW Music","00:00:41","144",2297
93,"DW Music","00:00:41","142",2258
93,"DW Music","00:00:41","144",2289
93,"DW Music","00:00:41","142",2199
93,"DW Euromaxx (Deutsch)","00:00:27","170",2393
93,"DW Music","00:00:41","142",2253
92,"DW Euromaxx (Deutsch)","00:00:36","59",23623
92,"DW Travel","00:00:09","93",2082
92,"DW Culture","00:00:44","147",1432
92,"DW Culture","00:00:44","147",1461
91,"DW Euromaxx","00:00:29","164",2641
91,"DW Română","00:00:23","16",724
91,"DW Reise","00:00:40","150",915
91,"DW Euromaxx (Deutsch)","00:00:48","154",17630
91,"RTP","00:00:03","17",379
91,"DW Euromaxx","00:00:29","153",2113
91,"RTP","00:00:40","20",447
91,"RTP Play","00:00:29","17",541
91,"DW Euromaxx (Deutsch)","00:00:26","16",1190
91,"DW Euromaxx (Deutsch)","00:00:48","154",17627
91,"Noizz Food","00:00:48","19",2325
91,"RTP","00:00:22","18",611
91,"Noizz Food","00:00:45","19",9776
91,"DW Euromaxx (Deutsch)","00:00:48","154",17626
91,"RTP","00:00:30","15",685
91,"RTP","00:00:30","19",815
91,"Noizz Food","00:00:50","22",7540
91,"Noizz Food","00:00:46","17",6356
91,"DW Culture","00:00:40","149",1560
91,"ZEIT ONLINE","00:00:20","16",1702
91,"DW Euromaxx","00:00:29","153",2117
91,"RTP","00:00:33","16",451
91,"Noizz Food","00:00:37","18",6274
91,"RTP","00:00:37","17",595
91,"Noizz Food","00:00:24","18",3240
91,"Noizz Food","00:00:49","20",6598
91,"Noizz Food","00:00:35","20",7682
91,"Noizz Food","00:00:46","24",6395
91,"DW Culture","00:00:33","174",1234
91,"RTP Play","00:00:28","23",396
91,"DW Euromaxx (Deutsch)","00:00:48","154",17631
90,"Noizz Food","00:00:37","55",10401
90,"DW Music","00:00:27","64",434
90,"DW Culture","00:00:40","148",1508
90,"RTP","00:00:22","64",1035
89,"DW Travel","00:00:07","127",806
88,"DW Travel","00:00:29","133",1321
88,"DW Culture","00:00:44","141",1352
88,"DW Travel","00:00:13","157",1125
88,"DW Euromaxx","00:00:30","153",1506
87,"DW Travel","00:00:35","128",7875
87,"DW Travel","00:00:05","150",1121
87,"DW Music","00:00:36","118",2191
87,"DW Music","00:00:36","118",2183
87,"DW Euromaxx","00:00:13","174",1855
87,"DW Reise","00:00:14","133",4710
87,"DW Music","00:00:36","118",2195
87,"DW Music","00:00:36","118",2205
87,"DW Music","00:00:36","118",2207
87,"DW Music","00:00:36","118",2202
87,"DW Reise","00:00:14","133",4700
87,"DW Music","00:00:36","118",2189
87,"DW Reise","00:00:14","133",4718
86,"DW Euromaxx (Deutsch)","00:00:42","226",1750
86,"DW Euromaxx (Deutsch)","00:00:42","226",1743
86,"RTP","00:00:45","138",4693
86,"DW Reise","00:00:14","131",4493
86,"RTP","00:00:45","138",4711
86,"DW Culture","00:00:40","143",1442
86,"DW Euromaxx (Deutsch)","00:00:42","226",1739
86,"DW Reise","00:00:14","131",4478
86,"DW Reise","00:00:14","131",4350
86,"DW Culture","00:00:44","138",1218
85,"DW Travel","00:00:40","237",3723
85,"DW Euromaxx (Deutsch)","00:00:19","131",1316
85,"RTP","00:00:45","136",4672
85,"RTP","00:00:45","136",4667
85,"DW Reise","00:00:14","130",4172
85,"DW Music","00:00:25","263",1853
85,"DW Euromaxx (Deutsch)","00:00:19","131",1321
85,"DW Euromaxx (Deutsch)","00:00:42","224",1715
85,"DW Euromaxx (Deutsch)","00:00:19","133",1334
85,"DW Euromaxx","00:00:34","118",2084
85,"DW Euromaxx (Deutsch)","00:00:19","133",1339
85,"DW Euromaxx (Deutsch)","00:00:19","131",1324
84,"Noizz Food","00:00:46","21",4015
84,"Noizz Food","00:00:48","16",3251
84,"Noizz Food","00:00:37","20",4236
84,"DW Euromaxx (Deutsch)","00:00:42","222",1700
84,"RTP","00:00:50","30",795
84,"DW Română","00:00:35","13",574
84,"ZEIT ONLINE","00:00:20","14",1008
84,"Noizz Food","00:00:45","18",2449
84,"RTP","00:00:30","17",785
84,"DW Euromaxx (Deutsch)","00:00:42","222",1708
84,"Noizz Food","00:00:45","23",3553
84,"Noizz Food","00:00:46","20",6461
84,"RTP","00:00:39","16",600
84,"DW Euromaxx (Deutsch)","00:00:24","25",1034
84,"RTP","00:00:42","62",1996
84,"DW Reise","00:00:45","35",617
84,"RTP","00:00:48","12",615
84,"RTP","00:00:42","14",406
84,"RTP","00:00:30","15",762
84,"DW Euromaxx (Deutsch)","00:00:42","222",1696
84,"RTP Play","00:00:31","26",652
84,"DW Reise","00:00:09","95",2286
84,"RTP","00:00:38","44",1529
84,"Noizz Food","00:00:42","20",3598
84,"RTP","00:00:32","17",811
82,"DW Euromaxx","00:00:29","155",2398
81,"DW Travel","00:00:29","143",3421
81,"DW Travel","00:00:29","143",3432
81,"Noizz Food","00:00:49","50",6814
81,"DW Travel","00:00:29","143",3420
81,"DW Travel","00:00:29","143",3430
81,"DW Travel","00:00:29","143",3444
81,"DW Travel","00:00:29","143",3458
81,"DW Travel","00:00:29","143",3438
81,"DW Music","00:00:30","141",5887
81,"DW Music","00:00:42","47",361
80,"DW Euromaxx (Deutsch)","00:00:33","175",4539
80,"DW Reise","00:00:25","134",1867
80,"DW Euromaxx (Deutsch)","00:00:33","172",4472
80,"DW Euromaxx (Deutsch)","00:00:33","173",4522
80,"DW Euromaxx (Deutsch)","00:00:47","109",4172
80,"DW Euromaxx (Deutsch)","00:00:33","173",4517
78,"Noizz Food","00:00:50","16",2208
78,"DW Travel","00:00:07","102",3227
78,"DW Euromaxx (Deutsch)","00:00:33","167",4329
78,"RTP","00:00:30","15",837
78,"DW Travel","00:00:07","102",3207
78,"DW Euromaxx","00:00:23","46",3926
78,"DW Travel","00:00:07","102",3243
78,"DW Travel","00:00:07","102",3240
78,"DW Travel","00:00:07","102",3210
78,"DW Travel","00:00:07","102",3225
78,"DW Travel","00:00:07","102",3249
77,"RTP","00:00:48","15",773
77,"Noizz Food","00:00:48","19",2346
77,"DW Business","00:00:31","99",658
77,"NOIZZ.pl","00:00:35","14",458
77,"Noizz Food","00:00:32","14",8938
77,"RTP","00:00:39","20",712
77,"Onet Sport","00:00:21","15",1203
77,"NOIZZ.pl","00:00:48","15",1146
77,"RTP","00:00:30","15",714
77,"Noizz Food","00:00:48","18",10453
77,"Noizz Food","00:00:50","13",1876
77,"Noizz Food","00:00:46","18",4213
77,"Noizz Food","00:00:49","18",3984
77,"DW Travel","00:00:29","105",1381
76,"DW Business","00:00:31","96",647
76,"DW Stories","00:00:41","69",1496
76,"RTP","00:00:33","97",2177
76,"DW Business","00:00:31","97",652
76,"DW Stories","00:00:41","69",1504
76,"DW Business","00:00:31","96",650
76,"DW Business","00:00:31","97",654
76,"DW Business","00:00:31","96",642
76,"DW Business","00:00:31","96",649
76,"DW Music","00:00:38","122",4737
76,"RTP","00:00:33","96",2108
75,"RTP","00:00:33","96",2125
75,"RTP","00:00:33","96",2148
75,"RTP","00:00:33","96",2137
75,"RTP","00:00:33","96",2149
75,"DW Music","00:00:38","121",4722
75,"DW Music","00:00:38","121",4700
75,"RTP","00:00:50","22",781
75,"RTP","00:00:40","19",343
75,"RTP","00:00:33","96",2119
74,"DW Reise","00:00:07","51",567
74,"DW Euromaxx","00:00:18","102",2066
73,"DW Business","00:00:48","101",1082
73,"DW Business","00:00:48","103",1119
73,"DW Music","00:00:30","96",5909
73,"DW Business","00:00:48","101",1090
73,"DW Travel","00:00:27","89",555
73,"DW Euromaxx (Deutsch)","00:00:33","162",4056
73,"DW Euromaxx","00:00:29","138",2125
73,"DW Business","00:00:48","101",1114
73,"Onet Sport","00:00:42","86",5026
73,"DW Business","00:00:48","101",1113
72,"DW Culture","00:00:27","126",2055
72,"DW Culture","00:00:27","126",2000
72,"DW Culture","00:00:27","126",2057
72,"DW Business","00:00:48","100",1030
72,"DW Euromaxx (Deutsch)","00:00:32","44",646
72,"DW Business","00:00:48","100",1058
72,"DW Culture","00:00:27","126",2034
72,"DW Culture","00:00:27","126",2017
72,"DW Reise","00:00:07","47",348
72,"RTP","00:00:27","14",546
72,"DW Culture","00:00:27","126",2027
72,"DW Culture","00:00:27","127",2068
71,"DW Euromaxx","00:00:34","106",2854
70,"Noizz Food","00:00:32","16",7783
70,"Noizz Food","00:00:50","14",5055
70,"DW Culture","00:00:40","113",1064
70,"Noizz Food","00:00:35","16",3164
70,"NOIZZ.pl","00:00:41","11",709
70,"Noizz Food","00:00:47","26",7125
70,"Noizz Food","00:00:45","16",5096
70,"Noizz Food","00:00:46","24",4828
70,"RTP","00:00:35","17",697
70,"DW Music","00:00:35","101",1759
70,"DW Music","00:00:35","101",1716
70,"DW Travel","00:00:07","133",1846
70,"DW Music","00:00:35","101",1711
70,"NOIZZ.pl","00:00:42","15",934
70,"RTP","00:00:32","40",851
70,"DW Polski","00:00:41","23",694
70,"RTP","00:00:38","10",884
70,"Noizz Food","00:00:39","14",2494
70,"RTP","00:00:39","14",648
69,"Onet Sport","00:00:42","81",4347
69,"DW Culture","00:00:29","132",1917
69,"DW Euromaxx (Deutsch)","00:00:43","135",16045
69,"DW Travel","00:00:07","132",1831
69,"DW Travel","00:00:07","93",673
69,"DW Travel","00:00:30","98",1021
69,"DW Euromaxx","00:00:28","90",2438
69,"DW Travel","00:00:07","93",670
69,"RTP","00:00:18","81",1921
69,"DW Travel","00:00:30","99",1004
69,"DW Travel","00:00:07","132",1799
69,"DW Travel","00:00:07","132",1788
69,"DW Reise","00:00:07","44",698
69,"DW Travel","00:00:30","99",998
69,"DW Travel","00:00:07","132",1825
69,"DW Travel","00:00:30","99",1018
69,"DW Travel","00:00:30","99",995
69,"DW Travel","00:00:30","99",1010
69,"DW Travel","00:00:07","132",1808
69,"DW Travel","00:00:30","99",1017
68,"DW Music","00:00:35","99",1487
68,"DW Reise","00:00:43","121",718
68,"DW Travel","00:00:24","87",1422
68,"DW Culture","00:00:29","128",1817
68,"DW Business","00:00:21","97",1000
68,"DW Reise","00:00:43","121",720
68,"DW Music","00:00:35","99",1498
68,"DW Business","00:00:21","97",1004
68,"DW Reise","00:00:43","121",719
68,"DW Euromaxx (Deutsch)","00:00:36","47",1782
68,"DW Culture","00:00:29","128",1843
68,"DW Business","00:00:21","97",995
68,"DW Travel","00:00:07","92",669
68,"DW Travel","00:00:07","130",1783
68,"DW Business","00:00:21","97",1002
68,"DW Euromaxx (Deutsch)","00:00:36","47",1781
67,"DW Music","00:00:15","144",748
67,"FRANCE 24 English","00:00:48","112",2343
67,"DW Travel","00:00:24","105",933
