"likes","page_name","video_length","total_interactions","post_views"
21,"RTP Play","00:00:45","28",1184
21,"RTP","00:00:35","24",706
21,"RTP","00:00:50","29",797
21,"DW Euromaxx (Deutsch)","00:00:30","32",1245
21,"DW Euromaxx (Deutsch)","00:00:30","32",1252
21,"Pas 2 Quartier","00:00:27","9",289
21,"ENTR ro","00:00:34","3",63
21,"RFI Romania","00:00:45","5",251
21,"RTP Play","00:00:45","28",1160
21,"ZEIT ONLINE","00:00:20","8",1719
20,"DW Music","00:00:30","33",802
20,"Onet Sport","00:00:38","21",865
20,"DW Euromaxx (Deutsch)","00:00:30","29",1207
20,"DW Stories","00:00:50","14",790
20,"RTP","00:00:27","27",866
20,"DW Business","00:00:33","32",421
20,"DW Reise","00:00:24","36",277
20,"RTP","00:00:34","17",784
20,"DW Euromaxx (Deutsch)","00:00:29","46",646
20,"Onet Sport","00:00:38","21",838
19,"RTP","00:00:32","23",748
19,"RTP","00:00:32","23",750
19,"RTP","00:00:32","23",745
19,"DW Music","00:00:30","32",741
19,"RTP","00:00:46","19",368
19,"DW Music","00:00:30","32",770
18,"Noizz Food","00:00:37","31",5379
18,"RTP","00:00:25","25",1067
18,"DW Euromaxx (Deutsch)","00:00:43","41",3123
18,"DW Euromaxx (Deutsch)","00:00:33","31",629
18,"RTP","00:00:25","25",1056
18,"Pas 2 Quartier","00:00:41","11",171
18,"Pas 2 Quartier","00:00:41","11",168
18,"DW Polski","00:00:35","12",366
18,"Pas 2 Quartier","00:00:41","11",170
17,"RTP","00:00:42","24",583
17,"Noizz Food","00:00:50","22",1756
17,"RTP","00:00:42","24",582
17,"RTP","00:00:25","24",1061
17,"DW Travel","00:00:24","22",386
17,"RTP","00:00:19","22",1397
17,"DW Polski","00:00:35","52",497
17,"DW Music","00:00:29","30",569
17,"RTP","00:00:42","24",588
16,"RTP","00:00:25","22",932
16,"DW Euromaxx (Deutsch)","00:00:33","29",573
16,"RTP","00:00:27","15",883
16,"RTP","00:00:25","22",982
16,"RTP","00:00:25","23",1031
16,"DW Euromaxx (Deutsch)","00:00:23","24",1874
16,"DW Euromaxx (Deutsch)","00:00:23","24",1873
16,"Onet Sport","00:00:38","17",768
16,"DW Euromaxx (Deutsch)","00:00:23","25",1877
16,"RTP","00:00:43","19",618
16,"RTP","00:00:49","29",579
16,"RTP","00:00:27","15",881
16,"RTP","00:00:25","23",1044
16,"DW Euromaxx (Deutsch)","00:00:30","22",900
16,"RTP Play","00:00:40","24",652
16,"DW Euromaxx (Deutsch)","00:00:23","24",1871
15,"DW Polski","00:00:35","41",407
15,"RTP Play","00:00:40","22",591
15,"Noizz Food","00:00:45","22",3777
15,"DW Travel","00:00:25","15",280
15,"DW Business","00:00:25","29",352
15,"Noizz Food","00:00:48","8",2481
15,"RTP","00:00:27","18",714
15,"RTP","00:00:27","18",715
15,"Noizz Food","00:00:45","22",2181
15,"RTP","00:00:27","18",716
15,"RTP","00:00:22","22",537
15,"RTP Play","00:00:40","22",587
15,"RTP","00:00:28","20",695
15,"DW Global Ideas","00:00:47","24",372
15,"RTP","00:00:28","20",696
14,"Onet Podróże","00:00:40","4",915
14,"Noizz Food","00:00:46","24",4784
14,"Onet Styl Życia","00:00:44","3",1810
14,"RTP","00:00:33","24",394
14,"DW Music","00:00:42","45",177
14,"DW Stories","00:00:37","23",793
14,"Onet Kultura","00:00:20","3",317
14,"Noizz Food","00:00:47","26",7053
14,"Noizz Food","00:00:45","19",2570
14,"RTP","00:00:49","16",224
14,"DW Euromaxx (Deutsch)","00:00:29","32",489
14,"RTP Play","00:00:40","21",523
14,"ZEIT ONLINE","00:00:20","5",1294
14,"DW Music","00:00:25","28",180
13,"Noizz Food","00:00:46","21",4486
13,"DW Business","00:00:33","18",255
13,"RTP","00:00:49","26",503
13,"Noizz Food","00:00:47","24",6682
13,"Noizz Food","00:00:50","16",2199
13,"RTP Play","00:00:40","19",474
12,"DW Music","00:00:50","13",501
12,"RTP Play","00:00:40","18",419
12,"DW Polski","00:00:31","13",503
12,"DW Travel","00:00:50","14",273
12,"RTP","00:00:27","14",547
12,"DW Music","00:00:50","13",503
12,"NOIZZ.pl","00:00:50","8",593
12,"DW Music","00:00:50","13",502
12,"DW Music","00:00:29","18",366
12,"DW Music","00:00:50","13",509
12,"DW Music","00:00:50","13",499
12,"Onet Sport","00:00:37","13",790
12,"DW Euromaxx (Deutsch)","00:00:43","24",622
11,"Noizz Food","00:00:41","13",4664
11,"RTP Play","00:00:40","14",356
10,"DW Euromaxx (Deutsch)","00:00:29","16",940
10,"DW Euromaxx (Deutsch)","00:00:29","16",939
10,"DW Stories","00:00:50","14",782
10,"DW Euromaxx (Deutsch)","00:00:29","16",937
10,"Noizz Food","00:00:45","17",7718
10,"DW Stories","00:00:50","14",785
10,"DW Stories","00:00:50","14",793
10,"DW Music","00:00:30","21",513
10,"DW Stories","00:00:50","14",776
10,"RTP","00:00:38","11",689
10,"DW Stories","00:00:50","14",777
10,"RTP","00:00:38","11",830
10,"Noizz Food","00:00:46","18",4629
10,"DW Polski","00:00:35","30",243
10,"RTP","00:00:38","11",687
9,"RTP","00:00:49","18",390
9,"DW Polski","00:00:35","12",371
9,"DW Travel","00:00:25","9",208
8,"DW Reise","00:00:40","66",848
8,"DW Polski","00:00:26","35",855
8,"Noizz Food","00:00:46","14",4426
8,"DW Deutsche Welle","00:00:35","4",330
8,"DW Polski","00:00:26","33",858
8,"NOIZZ.pl","00:00:45","10",1040
7,"ENTR ro","00:00:29","1",42
7,"Pas 2 Quartier","00:00:27","9",287
7,"Pas 2 Quartier","00:00:27","9",285
7,"ZEIT ONLINE","00:00:06","1",696
7,"ZEIT ONLINE","00:00:20","1",889
7,"Noizz Food","00:00:30","12",3895
7,"ZEIT ONLINE","00:00:20","4",1792
7,"ENTR ro","00:00:45","3",43
7,"Onet Kultura","00:00:20","1",351
7,"Noizz Food","00:00:46","12",4018
6,"DW Polski","00:00:31","14",515
6,"ZEIT ONLINE","00:00:20","8",623
6,"DW Polski","00:00:31","13",456
6,"Noizz Food","00:00:30","8",3438
6,"DW Polski","00:00:31","13",488
6,"Pas 2 Quartier","00:00:27","8",284
6,"NOIZZ.pl","00:00:45","11",530
6,"DW Polski","00:00:31","13",438
5,"DW Polski","00:00:31","10",290
5,"Noizz Food","00:00:45","10",4888
5,"Onet Sport","00:00:48","7",668
5,"Onet Sport","00:00:48","7",649
5,"Noizz Food","00:00:48","8",2404
5,"Onet Sport","00:00:48","7",673
4,"ZEIT ONLINE","00:00:20","4",704
4,"NOIZZ.pl","00:00:50","8",560
4,"DW Polski","00:00:26","35",854
4,"NOIZZ.pl","00:00:45","8",358
4,"NOIZZ.pl","00:00:50","8",582
4,"DW Polski","00:00:26","33",855
4,"ENTR pl","00:00:29","1",52
4,"NOIZZ.pl","00:00:50","8",587
4,"NOIZZ.pl","00:00:50","8",537
4,"DW Polski","00:00:26","32",861
4,"Noizz Food","00:00:30","5",2659
3,"ZEIT ONLINE","00:00:20","3",504
3,"Noizz Food","00:00:48","4",1599
3,"Noizz Food","00:00:48","4",2061
3,"ENTR pl","00:00:29","1",55
2,"ZEIT ONLINE","00:00:20","2",369
1,"Onet Podróże","00:00:49","2",186
0,"Onet Styl Życia","00:00:44","0",314
0,"ENTR pt","00:00:31","0",7
0,"Plejada.pl","00:00:44","0",619
0,"ENTR pl","00:00:40","0",69
0,"ENTR de","00:00:40","0",28
0,"Plejada.pl","00:00:40","0",503
0,"Onet Kultura","00:00:50","0",376
0,"Onet Podróże","00:00:49","1",144
0,"ENTR pt","00:00:31","0",6
0,"Onet Styl Życia","00:00:48","0",968
